orderid,productid,unitprice_x,quantity,discount,total,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productname,supplierid,categoryid,quantityperunit,unitprice_y,unitsinstock,unitsonorder,reorderlevel,discontinued,year_month
10380,70,12.0,30,0.0,360.0,-9223372036854775808,8,1996-12-12,873072000000000000,1997-01-16,3,35.03,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,1996-12
10381,74,8.0,14,0.0,112.0,-9223372036854775808,3,1996-12-12,873072000000000000,1996-12-13,3,7.99,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,7,-9223372036854775808,10.0,4,20,5,False,1996-12
10382,5,17.0,32,0.0,544.0,-9223372036854775808,4,,875664000000000000,1996-12-16,1,94.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.35,0,0,0,True,
10382,18,50.0,9,0.0,450.0,-9223372036854775808,4,,875664000000000000,1996-12-16,1,94.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,8,-9223372036854775808,62.5,42,0,0,False,
10382,29,99.0,14,0.0,1386.0,-9223372036854775808,4,,875664000000000000,1996-12-16,1,94.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,
10382,33,2.0,60,0.0,120.0,-9223372036854775808,4,,875664000000000000,1996-12-16,1,94.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
10382,74,8.0,50,0.0,400.0,-9223372036854775808,4,,875664000000000000,1996-12-16,1,94.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,7,-9223372036854775808,10.0,4,20,5,False,
10383,13,4.8,20,0.0,96.0,-9223372036854775808,8,,-9223372036854775808,1996-12-18,3,34.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10383,50,13.0,15,0.0,195.0,-9223372036854775808,8,,-9223372036854775808,1996-12-18,3,34.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,16.25,65,0,30,False,
10383,56,30.4,20,0.0,608.0,-9223372036854775808,8,,-9223372036854775808,1996-12-18,3,34.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,
10384,20,64.8,28,0.0,1814.4,-9223372036854775808,3,,-9223372036854775808,1996-12-20,3,168.64,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,81.0,40,0,0,False,
10384,60,27.2,15,0.0,408.0,-9223372036854775808,3,,-9223372036854775808,1996-12-20,3,168.64,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10385,7,24.0,10,0.2000000029802322,240.0,-9223372036854775808,1,,-9223372036854775808,1996-12-23,2,30.96,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,3,7,-9223372036854775808,30.0,15,0,10,False,
10385,60,27.2,20,0.2000000029802322,544.0,-9223372036854775808,1,,-9223372036854775808,1996-12-23,2,30.96,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10385,68,10.0,8,0.2000000029802322,80.0,-9223372036854775808,1,,-9223372036854775808,1996-12-23,2,30.96,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,
10386,24,3.6,15,0.0,54.0,-9223372036854775808,9,,852076800000000000,1996-12-25,3,13.99,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,
10386,34,11.2,10,0.0,112.0,-9223372036854775808,9,,852076800000000000,1996-12-25,3,13.99,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,
10387,24,3.6,15,0.0,54.0,-9223372036854775808,1,,-9223372036854775808,1996-12-20,2,93.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,10,1,-9223372036854775808,4.5,20,0,0,True,
10387,28,36.4,6,0.0,218.4,-9223372036854775808,1,,-9223372036854775808,1996-12-20,2,93.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,7,-9223372036854775808,45.6,26,0,0,True,
10387,59,44.0,12,0.0,528.0,-9223372036854775808,1,,-9223372036854775808,1996-12-20,2,93.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,
10387,71,17.2,15,0.0,258.0,-9223372036854775808,1,,-9223372036854775808,1996-12-20,2,93.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,
10388,45,7.6,15,0.2000000029802322,114.0,-9223372036854775808,2,,-9223372036854775808,1996-12-20,1,34.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,9.5,5,70,15,False,
10388,52,5.6,20,0.2000000029802322,112.0,-9223372036854775808,2,,-9223372036854775808,1996-12-20,1,34.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,5,-9223372036854775808,7.0,38,0,25,False,
10388,53,26.2,40,0.0,1048.0,-9223372036854775808,2,,-9223372036854775808,1996-12-20,1,34.86,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10389,10,24.8,16,0.0,396.8,-9223372036854775808,4,,-9223372036854775808,1996-12-24,2,47.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,8,-9223372036854775808,31.0,31,0,0,False,
10389,55,19.2,15,0.0,288.0,-9223372036854775808,4,,-9223372036854775808,1996-12-24,2,47.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,
10389,62,39.4,20,0.0,788.0,-9223372036854775808,4,,-9223372036854775808,1996-12-24,2,47.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10389,70,12.0,30,0.0,360.0,-9223372036854775808,4,,-9223372036854775808,1996-12-24,2,47.42,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,
10390,31,10.0,60,0.1000000014901161,600.0,-9223372036854775808,6,,-9223372036854775808,1996-12-26,1,126.38,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10390,35,14.4,40,0.1000000014901161,576.0,-9223372036854775808,6,,-9223372036854775808,1996-12-26,1,126.38,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,
10390,46,9.6,45,0.0,432.0,-9223372036854775808,6,,-9223372036854775808,1996-12-26,1,126.38,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10390,72,27.8,24,0.1000000014901161,667.2,-9223372036854775808,6,,-9223372036854775808,1996-12-26,1,126.38,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,
10391,13,4.8,18,0.0,86.39999999999999,-9223372036854775808,3,,-9223372036854775808,1996-12-31,3,5.45,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10392,69,28.8,50,0.0,1440.0,-9223372036854775808,2,,-9223372036854775808,1997-01-01,3,122.46,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,
10393,2,15.2,25,0.25,380.0,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,126.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,19.0,17,40,25,False,
10393,14,18.6,42,0.25,781.2,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,126.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,7,-9223372036854775808,23.25,35,0,0,False,
10393,25,11.2,7,0.25,78.39999999999999,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,126.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,14.0,76,0,30,False,
10393,26,24.9,70,0.25,1743.0,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,126.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10393,31,10.0,32,0.0,320.0,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,126.56,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10394,13,4.8,10,0.0,48.0,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,30.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10394,62,39.4,10,0.0,394.0,-9223372036854775808,1,,-9223372036854775808,1997-01-03,3,30.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10395,46,9.6,28,0.1000000014901161,268.8,-9223372036854775808,6,,-9223372036854775808,1997-01-03,1,184.41,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10395,53,26.2,70,0.1000000014901161,1834.0,-9223372036854775808,6,,-9223372036854775808,1997-01-03,1,184.41,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10395,69,28.8,8,0.0,230.4,-9223372036854775808,6,,-9223372036854775808,1997-01-03,1,184.41,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,
10396,23,7.2,40,0.0,288.0,-9223372036854775808,1,,875664000000000000,1997-01-06,3,135.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,9.0,61,0,25,False,
10396,71,17.2,60,0.0,1032.0,-9223372036854775808,1,,875664000000000000,1997-01-06,3,135.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,
10396,72,27.8,21,0.0,583.8000000000001,-9223372036854775808,1,,875664000000000000,1997-01-06,3,135.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,
10397,21,8.0,10,0.1500000059604644,80.0,-9223372036854775808,5,,-9223372036854775808,1997-01-02,1,60.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,
10397,51,42.4,18,0.1500000059604644,763.1999999999999,-9223372036854775808,5,,-9223372036854775808,1997-01-02,1,60.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,24,7,-9223372036854775808,53.0,20,0,10,False,
10398,35,14.4,30,0.0,432.0,-9223372036854775808,2,,-9223372036854775808,1997-01-09,3,89.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,
10398,55,19.2,120,0.1000000014901161,2304.0,-9223372036854775808,2,,-9223372036854775808,1997-01-09,3,89.16,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,
10399,68,10.0,60,0.0,600.0,-9223372036854775808,8,,-9223372036854775808,1997-01-08,3,27.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,
10399,71,17.2,30,0.0,516.0,-9223372036854775808,8,,-9223372036854775808,1997-01-08,3,27.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,
10399,76,14.4,35,0.0,504.0,-9223372036854775808,8,,-9223372036854775808,1997-01-08,3,27.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,
10399,77,10.4,14,0.0,145.6,-9223372036854775808,8,,-9223372036854775808,1997-01-08,3,27.36,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,
10400,29,99.0,21,0.0,2079.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-16,3,83.93,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,6,-9223372036854775808,123.79,0,0,0,True,1997-01
10400,35,14.4,35,0.0,504.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-16,3,83.93,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,1997-01
10400,49,16.0,30,0.0,480.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-16,3,83.93,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,20.0,10,60,15,False,1997-01
10401,30,20.7,18,0.0,372.6,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-10,1,12.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,13,8,-9223372036854775808,25.89,10,0,15,False,1997-01
10401,56,30.4,70,0.0,2128.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-10,1,12.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1997-01
10401,65,16.8,20,0.0,336.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-10,1,12.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,2,2,-9223372036854775808,21.05,76,0,0,False,1997-01
10401,71,17.2,60,0.0,1032.0,-9223372036854775808,1,1997-01-01,-9223372036854775808,1997-01-10,1,12.51,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1997-01
10402,23,7.2,60,0.0,432.0,-9223372036854775808,8,1997-02-01,-9223372036854775808,1997-01-10,2,67.88,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,9.0,61,0,25,False,1997-02
10402,63,35.1,65,0.0,2281.5,-9223372036854775808,8,1997-02-01,-9223372036854775808,1997-01-10,2,67.88,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,2,-9223372036854775808,43.9,24,0,5,False,1997-02
10403,16,13.9,21,0.1500000059604644,291.90000000000003,-9223372036854775808,4,1997-03-01,-9223372036854775808,1997-01-09,3,73.79,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,3,-9223372036854775808,17.45,29,0,10,False,1997-03
10403,48,10.2,70,0.1500000059604644,714.0,-9223372036854775808,4,1997-03-01,-9223372036854775808,1997-01-09,3,73.79,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,22,3,-9223372036854775808,12.75,15,70,25,False,1997-03
10404,26,24.9,30,0.050000000745058,747.0,-9223372036854775808,2,1997-03-01,-9223372036854775808,1997-01-08,1,155.97,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,1997-03
10404,42,11.2,40,0.050000000745058,448.0,-9223372036854775808,2,1997-03-01,-9223372036854775808,1997-01-08,1,155.97,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,5,-9223372036854775808,14.0,26,0,0,True,1997-03
10404,49,16.0,30,0.050000000745058,480.0,-9223372036854775808,2,1997-03-01,-9223372036854775808,1997-01-08,1,155.97,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,20.0,10,60,15,False,1997-03
10405,3,8.0,50,0.0,400.0,-9223372036854775808,1,1997-06-01,857260800000000000,1997-01-22,1,34.82,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,2,-9223372036854775808,10.0,13,70,25,False,1997-06
10406,1,14.4,10,0.0,144.0,-9223372036854775808,7,1997-07-01,-9223372036854775808,1997-01-13,1,108.04,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,1997-07
10406,21,8.0,30,0.1000000014901161,240.0,-9223372036854775808,7,1997-07-01,-9223372036854775808,1997-01-13,1,108.04,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,1997-07
10406,28,36.4,42,0.1000000014901161,1528.8,-9223372036854775808,7,1997-07-01,-9223372036854775808,1997-01-13,1,108.04,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,7,-9223372036854775808,45.6,26,0,0,True,1997-07
10406,36,15.2,5,0.1000000014901161,76.0,-9223372036854775808,7,1997-07-01,-9223372036854775808,1997-01-13,1,108.04,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,19.0,112,0,20,False,1997-07
10406,40,14.7,2,0.1000000014901161,29.4,-9223372036854775808,7,1997-07-01,-9223372036854775808,1997-01-13,1,108.04,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,1997-07
10407,11,16.8,30,0.0,504.0,-9223372036854775808,2,1997-07-01,859939200000000000,1997-01-30,2,91.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,21.0,22,30,30,False,1997-07
10407,69,28.8,15,0.0,432.0,-9223372036854775808,2,1997-07-01,859939200000000000,1997-01-30,2,91.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,1997-07
10407,71,17.2,15,0.0,258.0,-9223372036854775808,2,1997-07-01,859939200000000000,1997-01-30,2,91.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,21.5,26,0,0,False,1997-07
10408,37,20.8,10,0.0,208.0,-9223372036854775808,8,1997-08-01,862531200000000000,1997-01-14,1,11.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,26.0,11,50,25,False,1997-08
10408,54,5.9,6,0.0,35.400000000000006,-9223372036854775808,8,1997-08-01,862531200000000000,1997-01-14,1,11.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,7.45,21,0,10,False,1997-08
10408,62,39.4,35,0.0,1379.0,-9223372036854775808,8,1997-08-01,862531200000000000,1997-01-14,1,11.26,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,1997-08
10409,14,18.6,12,0.0,223.2,-9223372036854775808,3,1997-09-01,865209600000000000,1997-01-14,1,29.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,7,-9223372036854775808,23.25,35,0,0,False,1997-09
10409,21,8.0,12,0.0,96.0,-9223372036854775808,3,1997-09-01,865209600000000000,1997-01-14,1,29.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,1997-09
10410,33,2.0,49,0.0,98.0,-9223372036854775808,3,1997-10-01,867801600000000000,1997-01-15,3,2.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,1997-10
10410,59,44.0,16,0.0,704.0,-9223372036854775808,3,1997-10-01,867801600000000000,1997-01-15,3,2.4,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1997-10
10411,41,7.7,25,0.2000000029802322,192.5,-9223372036854775808,9,1997-10-01,867801600000000000,1997-01-21,3,23.65,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,9.65,85,0,10,False,1997-10
10411,44,15.5,40,0.2000000029802322,620.0,-9223372036854775808,9,1997-10-01,867801600000000000,1997-01-21,3,23.65,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,20,2,-9223372036854775808,19.45,27,0,15,False,1997-10
10411,59,44.0,9,0.2000000029802322,396.0,-9223372036854775808,9,1997-10-01,867801600000000000,1997-01-21,3,23.65,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,1997-10
10412,14,18.6,20,0.1000000014901161,372.0,-9223372036854775808,8,,875750400000000000,1997-01-15,2,3.77,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,7,-9223372036854775808,23.25,35,0,0,False,
10413,1,14.4,24,0.0,345.6,-9223372036854775808,3,,878428800000000000,1997-01-16,2,95.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,18.0,39,0,10,False,
10413,62,39.4,40,0.0,1576.0,-9223372036854775808,3,,878428800000000000,1997-01-16,2,95.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,3,-9223372036854775808,49.3,17,0,0,False,
10413,76,14.4,14,0.0,201.6,-9223372036854775808,3,,878428800000000000,1997-01-16,2,95.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,
10414,19,7.3,18,0.050000000745058,131.4,-9223372036854775808,2,,878428800000000000,1997-01-17,3,21.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10414,33,2.0,50,0.0,100.0,-9223372036854775808,2,,878428800000000000,1997-01-17,3,21.48,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
